annex_a,quota_period,line,label,category,value,repaired
2025-01-coe_quota_for_feb25_to_apr25.annex-a.pdf,Feb 2025 to Apr 2025,(C),(C) Adjustments,Total,4069,False
2025-01-coe_quota_for_feb25_to_apr25.annex-a.pdf,Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025 Bidding Exercises (A + B + C),A,6828,False
2025-01-coe_quota_for_feb25_to_apr25.annex-a.pdf,Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025 Bidding Exercises (A + B + C),B,4465,False
2025-01-coe_quota_for_feb25_to_apr25.annex-a.pdf,Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025 Bidding Exercises (A + B + C),C,1548,False
2025-01-coe_quota_for_feb25_to_apr25.annex-a.pdf,Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025 Bidding Exercises (A + B + C),D,3105,False
2025-01-coe_quota_for_feb25_to_apr25.annex-a.pdf,Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025 Bidding Exercises (A + B + C),E,1187,False
2025-01-coe_quota_for_feb25_to_apr25.annex-a.pdf,Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025,Total Quota for Feb 2025 to Apr 2025 Bidding Exercises (A + B + C),Total,17133,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A1),A1) Vehicle Population As at 31 Dec 2024,A,321611,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A1),A1) Vehicle Population As at 31 Dec 2024,B,335675,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A1),A1) Vehicle Population As at 31 Dec 2024,C,153040,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A1),A1) Vehicle Population As at 31 Dec 2024,D,147349,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A1),A1) Vehicle Population As at 31 Dec 2024,E,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A1),A1) Vehicle Population As at 31 Dec 2024,Total,957675,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],A,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],B,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],C,95,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],D,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],E,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],Total,95,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(A),(A) Increase in Vehicle Population,A,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(A),(A) Increase in Vehicle Population,B,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(A),(A) Increase in Vehicle Population,C,95,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(A),(A) Increase in Vehicle Population,D,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(A),(A) Increase in Vehicle Population,E,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(A),(A) Increase in Vehicle Population,Total,95,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B1),B1) Total vehicle deregistrations from Oct 2024 to Sep 2025,A,24855,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B1),B1) Total vehicle deregistrations from Oct 2024 to Sep 2025,B,20833,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B1),B1) Total vehicle deregistrations from Oct 2024 to Sep 2025,C,8358,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B1),B1) Total vehicle deregistrations from Oct 2024 to Sep 2025,D,8267,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B1),B1) Total vehicle deregistrations from Oct 2024 to Sep 2025,E,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B1),B1) Total vehicle deregistrations from Oct 2024 to Sep 2025,Total,62313,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B2),B2) Total vehicle deregistrations over Oct 2024 to Sep 2025 arising from identified guaranteed deregistrations,A,-810,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B2),B2) Total vehicle deregistrations over Oct 2024 to Sep 2025 arising from identified guaranteed deregistrations,B,-532,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B2),B2) Total vehicle deregistrations over Oct 2024 to Sep 2025 arising from identified guaranteed deregistrations,C,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B2),B2) Total vehicle deregistrations over Oct 2024 to Sep 2025 arising from identified guaranteed deregistrations,D,-252,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B2),B2) Total vehicle deregistrations over Oct 2024 to Sep 2025 arising from identified guaranteed deregistrations,E,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B2),B2) Total vehicle deregistrations over Oct 2024 to Sep 2025 arising from identified guaranteed deregistrations,Total,-1594,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B3),B3) 25% of effective vehicle deregistrations Oct 2024 to Sep 2025 (25% of B1+B2),A,6011,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B3),B3) 25% of effective vehicle deregistrations Oct 2024 to Sep 2025 (25% of B1+B2),B,5075,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B3),B3) 25% of effective vehicle deregistrations Oct 2024 to Sep 2025 (25% of B1+B2),C,2089,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B3),B3) 25% of effective vehicle deregistrations Oct 2024 to Sep 2025 (25% of B1+B2),D,2003,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B3),B3) 25% of effective vehicle deregistrations Oct 2024 to Sep 2025 (25% of B1+B2),E,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B3),B3) 25% of effective vehicle deregistrations Oct 2024 to Sep 2025 (25% of B1+B2),Total,15178,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B4),B4) Contribution of deregistrations to Category E (10% of B3),A,-601,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B4),B4) Contribution of deregistrations to Category E (10% of B3),B,-507,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B4),B4) Contribution of deregistrations to Category E (10% of B3),C,-208,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B4),B4) Contribution of deregistrations to Category E (10% of B3),D,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B4),B4) Contribution of deregistrations to Category E (10% of B3),E,1316,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,B4),B4) Contribution of deregistrations to Category E (10% of B3),Total,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(B),(B) Replacements of De-registered Vehicles,A,5410,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(B),(B) Replacements of De-registered Vehicles,B,4568,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(B),(B) Replacements of De-registered Vehicles,C,1881,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(B),(B) Replacements of De-registered Vehicles,D,2003,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(B),(B) Replacements of De-registered Vehicles,E,1316,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(B),(B) Replacements of De-registered Vehicles,Total,15178,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C1),C1) Adjustments for change in taxi population,A,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C1),C1) Adjustments for change in taxi population,B,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C1),C1) Adjustments for change in taxi population,C,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C1),C1) Adjustments for change in taxi population,D,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C1),C1) Adjustments for change in taxi population,E,386,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C1),C1) Adjustments for change in taxi population,Total,386,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C2),C2) Adjustments under Early Turnover Scheme,A,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C2),C2) Adjustments under Early Turnover Scheme,B,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C2),C2) Adjustments under Early Turnover Scheme,C,-284,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C2),C2) Adjustments under Early Turnover Scheme,D,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C2),C2) Adjustments under Early Turnover Scheme,E,-53,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C2),C2) Adjustments under Early Turnover Scheme,Total,-337,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C3),C3) Adjustment for Expired TCOEs,A,6,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C3),C3) Adjustment for Expired TCOEs,B,10,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C3),C3) Adjustment for Expired TCOEs,C,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C3),C3) Adjustment for Expired TCOEs,D,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C3),C3) Adjustment for Expired TCOEs,E,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C3),C3) Adjustment for Expired TCOEs,Total,16,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C4),C4) Redistribution from identified guaranteed deregistrations and injections,A,2246,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C4),C4) Redistribution from identified guaranteed deregistrations and injections,B,205,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C4),C4) Redistribution from identified guaranteed deregistrations and injections,C,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C4),C4) Redistribution from identified guaranteed deregistrations and injections,D,1195,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C4),C4) Redistribution from identified guaranteed deregistrations and injections,E,0,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,C4),C4) Redistribution from identified guaranteed deregistrations and injections,Total,3646,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(C),(C) Adjustments,A,2252,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(C),(C) Adjustments,B,215,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(C),(C) Adjustments,C,-284,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(C),(C) Adjustments,D,1195,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(C),(C) Adjustments,E,333,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,(C),(C) Adjustments,Total,3711,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026 Bidding Exercises (A + B + C),A,7662,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026 Bidding Exercises (A + B + C),B,4783,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026 Bidding Exercises (A + B + C),C,1692,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026 Bidding Exercises (A + B + C),D,3198,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026 Bidding Exercises (A + B + C),E,1649,False
2025-10-coe_quota_Nov25-Jan26.annex-a.pdf,Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026,Total Quota for Nov 2025 to Jan 2026 Bidding Exercises (A + B + C),Total,18984,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A1),A1) Vehicle Population As at 31 Dec 2024,A,321611,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A1),A1) Vehicle Population As at 31 Dec 2024,B,335675,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A1),A1) Vehicle Population As at 31 Dec 2024,C,153040,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A1),A1) Vehicle Population As at 31 Dec 2024,D,147349,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A1),A1) Vehicle Population As at 31 Dec 2024,E,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A1),A1) Vehicle Population As at 31 Dec 2024,Total,957675,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],A,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],B,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],C,95,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],D,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],E,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],Total,95,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(A),(A) Increase in Vehicle Population,A,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(A),(A) Increase in Vehicle Population,B,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(A),(A) Increase in Vehicle Population,C,95,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(A),(A) Increase in Vehicle Population,D,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(A),(A) Increase in Vehicle Population,E,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(A),(A) Increase in Vehicle Population,Total,95,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B1),B1) Total vehicle deregistrations from Apr 2024 to Mar 2025,A,21352,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B1),B1) Total vehicle deregistrations from Apr 2024 to Mar 2025,B,15802,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B1),B1) Total vehicle deregistrations from Apr 2024 to Mar 2025,C,7755,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B1),B1) Total vehicle deregistrations from Apr 2024 to Mar 2025,D,7984,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B1),B1) Total vehicle deregistrations from Apr 2024 to Mar 2025,E,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B1),B1) Total vehicle deregistrations from Apr 2024 to Mar 2025,Total,52893,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B2),B2) Total vehicle deregistrations over Apr 2024 to Mar 2025 arising from identified guaranteed deregistrations,A,-175,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B2),B2) Total vehicle deregistrations over Apr 2024 to Mar 2025 arising from identified guaranteed deregistrations,B,-158,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B2),B2) Total vehicle deregistrations over Apr 2024 to Mar 2025 arising from identified guaranteed deregistrations,C,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B2),B2) Total vehicle deregistrations over Apr 2024 to Mar 2025 arising from identified guaranteed deregistrations,D,-214,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B2),B2) Total vehicle deregistrations over Apr 2024 to Mar 2025 arising from identified guaranteed deregistrations,E,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B2),B2) Total vehicle deregistrations over Apr 2024 to Mar 2025 arising from identified guaranteed deregistrations,Total,-547,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B3),B3) 25% of effective vehicle deregistrations Apr 2024 to Mar 2025 (25% of B1+B2),A,5295,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B3),B3) 25% of effective vehicle deregistrations Apr 2024 to Mar 2025 (25% of B1+B2),B,3910,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B3),B3) 25% of effective vehicle deregistrations Apr 2024 to Mar 2025 (25% of B1+B2),C,1939,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B3),B3) 25% of effective vehicle deregistrations Apr 2024 to Mar 2025 (25% of B1+B2),D,1943,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B3),B3) 25% of effective vehicle deregistrations Apr 2024 to Mar 2025 (25% of B1+B2),E,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B3),B3) 25% of effective vehicle deregistrations Apr 2024 to Mar 2025 (25% of B1+B2),Total,13087,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B4),B4) Contribution of deregistrations to Category E (10% of B3),A,-529,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B4),B4) Contribution of deregistrations to Category E (10% of B3),B,-391,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B4),B4) Contribution of deregistrations to Category E (10% of B3),C,-193,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B4),B4) Contribution of deregistrations to Category E (10% of B3),D,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B4),B4) Contribution of deregistrations to Category E (10% of B3),E,1113,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,B4),B4) Contribution of deregistrations to Category E (10% of B3),Total,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(B),(B) Replacements of De-registered Vehicles,A,4766,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(B),(B) Replacements of De-registered Vehicles,B,3519,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(B),(B) Replacements of De-registered Vehicles,C,1746,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(B),(B) Replacements of De-registered Vehicles,D,1943,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(B),(B) Replacements of De-registered Vehicles,E,1113,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,(B),(B) Replacements of De-registered Vehicles,Total,13087,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C1),C1) Adjustments for change in taxi population,A,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C1),C1) Adjustments for change in taxi population,B,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C1),C1) Adjustments for change in taxi population,C,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C1),C1) Adjustments for change in taxi population,D,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C1),C1) Adjustments for change in taxi population,E,160,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C1),C1) Adjustments for change in taxi population,Total,160,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C2),C2) Adjustments under Early Turnover Scheme,A,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C2),C2) Adjustments under Early Turnover Scheme,B,0,False
2025-04-COE_quota_May-Jul25.annex-a.pdf,May 2025 to Jul 2025,C2),C2) Adjustments under Early Turnover Scheme,C,-218,False
